Character,Line,text_lemmatized,Season,Episode_Number,Dominant,compound,neg,neu,pos
Michael, I’m sorry. [doorbell rings] What now?  ,"['sorry', 'doorbell', 'ring']",4,9,Topic 35,-0.0772,0.206,0.794,0.0
Dwight," We came here to eat dinner and to party, this is a dinner party right?","['come', 'eat', 'dinner', 'party', 'dinner', 'party']",4,9,Topic 30,0.6597,0.0,0.707,0.293
Michael," You said that I could not invite Dwight because he was not part of a couple, and because we didn’t have enough wine glasses. Dwight brought glasses and a person.","['say', 'invite', 'dwight', 'couple', 'wine', 'glass', 'dwight', 'brought', 'glass', 'person']",4,9,Topic 12,-0.1139,0.047,0.953,0.0
Michael," Whatever I want? It’s never whatever I want. When I wanted to see Stomp, and you wanted to see Wicked, what did we see?","['want', 'want', 'want', 'stomp', 'want', 'wicked']",4,9,Topic 25,-0.5693,0.183,0.77,0.048
Michael," When I said that I wanted to have kids, and you said, you wanted me to have a vasectomy, what did I do? And then when you said that you might want to have kids and I wasn’t so sure, Who had the vasectomy reversed? And then when you said you defintely didn’t want to have kids, who had it reversed back? Snip snap! Snip snap! Snip snap! I did. You have no idea the physical toll, that three vasectomies have on a person. And I bought this condo to fill with children.","['say', 'want', 'kid', 'say', 'want', 'vasectomy', 'say', 'want', 'kid', 'sure', 'vasectomy', 'reverse', 'say', 'defintely', 'want', 'kid', 'reverse', 'snip', 'snap', 'snip', 'snap', 'snip', 'snap', 'idea', 'physical', 'toll', 'vasectomy', 'person', 'bought', 'condo', 'child']",4,9,Topic 15,0.5869,0.022,0.906,0.071
Michael, Do you mean it? You want to have a kid? [Jan walks away],"['mean', 'want', 'kid', 'jan', 'walk', 'away']",4,9,Topic 15,0.168,0.0,0.878,0.122
Dwight, Hmmm… Mmm… great turkey leg.,"['hmmm', 'mmm', 'great', 'turkey', 'leg']",4,9,Topic 46,0.6249,0.0,0.494,0.506
Dwight, Hey hey hey hey. [to Angela] I know you love beet salad. I’ve seen you eat it many times.,"['angela', 'know', 'love', 'beet', 'salad', 'see', 'eat', 'time']",4,9,Topic 46,0.6369,0.0,0.811,0.189
Angela, The thought of popping one of your beets into my mouth makes me want to vomit.,"['thought', 'pop', 'beet', 'mouth', 'make', 'want', 'vomit']",4,9,Topic 50,0.0772,0.0,0.92,0.08
Michael, [leans across to Pam whispering] Pam… I hope she didn’t do anything to the food.,"['lean', 'pam', 'whisper', 'pam', 'hope', 'food']",4,9,Topic 14,0.4404,0.0,0.828,0.172
Michael," I can’t prove it but I think she might be trying to poison me. [Jan serves the food] Hey, looks great babe.","['prove', 'try', 'poison', 'jan', 'serf', 'food', 'look', 'great', 'babe']",4,9,Topic 19,0.2263,0.156,0.658,0.186
Pam, I know Jan didn’t poison the food. I know that. But if she was going to poison the food of someone at that table wouldn’t it be me? Michael’s former lover?  ,"['know', 'jan', 'poison', 'food', 'know', 'go', 'poison', 'food', 'table', 'michael', 'lover']",4,9,Topic 46,-0.2869,0.181,0.69,0.128
Michael," You know I have soft teeth, how can you say that?","['know', 'soft', 'teeth']",4,9,Topic 37,0.0,0.0,1.0,0.0
Jim, [to babysitter] So… how do you guys know each other?,"['babysitter', 'guy', 'know']",4,9,Topic 44,0.0,0.0,1.0,0.0
Dwight, Purely carnal and that’s all you need to know.,"['purely', 'carnal', 'need', 'know']",4,9,Topic 40,0.0,0.0,1.0,0.0
Jim, Would you write down your e-mail because I have just so many questions…,"['write', 'email', 'question']",4,9,Topic 38,0.0,0.0,1.0,0.0
Michael, Ok… alright… here we go. [takes down huge painting behind his seat and puts up a neon beer sign] There. [plugs it in] Oooookay.,"['take', 'huge', 'painting', 'seat', 'put', 'neon', 'beer', 'sign', 'plug', 'oooookay']",4,9,Topic 20,0.3182,0.0,0.909,0.091
Michael, No. No. I’m gonna leave it up. I think it ties the whole room together.,"['leave', 'tie', 'room']",4,9,Topic 13,-0.0516,0.079,0.921,0.0
Michael, [to the guests] Jan thinks Hunter is very talented. You know what? I don’t think he’s that good.,"['guest', 'jan', 'think', 'hunter', 'talented', 'know']",4,9,Topic 11,0.7574,0.0,0.711,0.289
Michael, NO ALL YOU DO IS YOU GET ME TO TRY TO WORK ON MY RICH FRIENDS!,"['try', 'work', 'rich', 'friend']",4,9,Topic 29,0.6996,0.099,0.586,0.315
Michael, MAN! I WOULD LOVE TO BURN YOUR CANDLES!,"['man', 'love', 'burn', 'candle']",4,9,Topic 26,0.6988,0.0,0.594,0.406
Michael, OH GOOD. I’LL BE YOUR FIRST CUSTOMER!,['customer'],4,9,Topic 3,0.4926,0.0,0.653,0.347
Michael," [yells] THAT’S WHAT SHE SAID! [Jan gets an evil look on her face and picks up Michael’s dundie and throws it into his plasma screen tv] THAT IS A 200 DOLLAR PLASMA SCREEN TV YOU JUST KILLED! Good luck paying me back on your zero dollars a year salary plus benefits, babe! [Jan goes upstairs crying.]","['yell', 'say', 'jan', 'get', 'evil', 'look', 'face', 'pick', 'michael', 'dundie', 'throw', 'plasma', 'screen', 'tv', 'dollar', 'plasma', 'screen', 'tv', 'kill', 'luck', 'pay', 'zero', 'dollar', 'year', 'salary', 'plus', 'benefit', 'babe', 'jan', 'go', 'upstairs', 'cry']",4,9,Topic 29,-0.7969,0.189,0.693,0.118
Michael," You know what guys, she’ll be out of the bathroom soon.  ","['know', 'guy', 'shell', 'bathroom', 'soon']",4,9,Topic 44,0.0,0.0,1.0,0.0
Jim, [Jim and Pam head out the door and there are policemen at the door] Of course,"['jim', 'pam', 'head', 'door', 'policeman', 'door', 'course']",4,9,Topic 7,0.0,0.0,1.0,0.0
Dwight," Get out of my way, I’ll take care of this. OK.[to police] Uhhh what seems to be the problem officers?","['way', 'care', 'okto', 'police', 'uhhh', 'problem', 'officer']",4,9,Topic 35,0.128,0.113,0.753,0.134
Michael, Nope. Nope. Nothing disturbing here. Just a couple of friends having an awesome dinner party.,"['nope', 'nope', 'disturb', 'couple', 'friend', 'awesome', 'dinner', 'party']",4,9,Topic 2,0.8964,0.0,0.482,0.518
Michael, Oh… yes. There was some screaming but… um… my girlfriend… threw a dundie at my TV. Plasma.,"['scream', 'girlfriend', 'threw', 'dundie', 'tv', 'plasma']",4,9,Topic 26,0.0258,0.128,0.739,0.133
Dwight, [puts his hand on the Officer’s shoulder] Michael can come home with me.,"['put', 'hand', 'officer', 'shoulder', 'michael', 'home']",4,9,Topic 39,0.4939,0.0,0.789,0.211
Dwight, You people. [to Michael] Come on. You’re sleeping with me. ,"['people', 'michael', 'sleep']",4,9,Topic 4,0.0,0.0,1.0,0.0
Pam," [Pam and Jim are sitting in Jim’s car in front of Detroit Coney Island Chili Dogs] This is the best burger I’ve ever had, babe.","['pam', 'jim', 'sit', 'jims', 'car', 'detroit', 'coney', 'island', 'chili', 'dog', 'best', 'burger', 'babe']",4,9,Topic 10,0.6369,0.0,0.851,0.149
Jim," You know, babe, I should have told you but… I did something bad.","['know', 'babe']",4,9,Topic 6,-0.5423,0.226,0.774,0.0
Jim, [holds up Hunter’s CD] I stole this. [Pam laughs] For you babe.  ,"['hold', 'hunter', 'cd', 'stole', 'pam', 'laugh', 'babe']",4,9,Topic 6,0.4939,0.0,0.775,0.225
Pam," [Hunter’s voice starts singing, Pam joins in] One night…  ","['hunter', 'voice', 'start', 'sing', 'pam', 'join', 'night']",4,9,Topic 31,0.0,0.0,1.0,0.0
Michael," My ideals at a party? Easy. Jim. Pam. Ryan. The Mayor. Barack Obama. Shiloh Jolie-Pitt. Because at the end of the night, Brad or Angelina would have to come and pick him up and I would get to meet them. Shia La Beef because of Disturbia. Umm, all of the children of the world. Val Kilmer. But he probably wouldn’t come, too famous. Obviously George Clooney. Umm… And Jan definitely, if there was room.  ","['ideal', 'party', 'easy', 'jim', 'pam', 'ryan', 'mayor', 'barack', 'obama', 'shiloh', 'joliepitt', 'end', 'night', 'brad', 'angelina', 'pick', 'meet', 'shia', 'beef', 'disturbia', 'child', 'world', 'val', 'kilmer', 'probably', 'famous', 'obviously', 'george', 'clooney', 'jan', 'definitely', 'room']",4,9,Topic 30,0.775,0.0,0.889,0.111
Dwight," I’ll tell you about my ideal dinner party. John Wilkes Booth. Lee Harvey Oswald. Osama Bin Laden. John Wayne Gacy. Jeffrey Lionel Dahmer. “Oh hey guys, welcome to my home. Oh, here comes the waiter with the soup, hope you guys are hungry.” Meanwhile, the waiter suddenly nods at me. [Dwight nods] But I don’t acknowledge him. But I know he’s an assassin because I trained him. Boom. Two minutes later, five dead psychopaths at my dining room table. All that’s left to do is dispose of the bodies and collect the reward. Ugh, it’s almost too easy.  ","['tell', 'ideal', 'dinner', 'party', 'john', 'wilkes', 'booth', 'lee', 'harvey', 'oswald', 'osama', 'bin', 'laden', 'john', 'wayne', 'gacy', 'jeffrey', 'lionel', 'dahmer', 'guy', 'welcome', 'home', 'come', 'waiter', 'soup', 'hope', 'guy', 'hungry', 'waiter', 'suddenly', 'nod', 'dwight', 'nod', 'acknowledge', 'know', 'assassin', 'train', 'boom', 'minute', 'later', 'dead', 'psychopath', 'din', 'room', 'table', 'left', 'dispose', 'body', 'collect', 'reward', 'easy']",4,9,Topic 44,0.5903,0.083,0.775,0.142
Angela," Andy, was that coordinated by the Cornell Study Abroad Office?","['andy', 'coordinate', 'cornell', 'study', 'abroad', 'office']",4,9,Topic 22,0.0,0.0,1.0,0.0
Angela, The reason I ask is that Andy went to Cornell.,"['reason', 'ask', 'andy', 'go', 'cornell']",4,9,Topic 22,0.0,0.0,1.0,0.0
Michael," Yes, I did, for you, princess.  Even though I only went number one. [quietly to Jim] I didn’t really wash my hands.  Ohhh, what have we here?  This looks delicious. [picks up amuse-bouche tray]","['princess', 'go', 'number', 'quietly', 'jim', 'wash', 'hand', 'ohhh', 'look', 'delicious', 'pick', 'amusebouche', 'tray']",4,9,Topic 46,0.7717,0.0,0.801,0.199
Michael, [touching and moving each amuse-bouche] They need to be presented… royally… anyone?,"['touch', 'move', 'amusebouche', 'need', 'present', 'royally']",4,9,Topic 5,0.0,0.0,1.0,0.0
Michael, Good stuff.  All right.   Let’s get down to some wine drinking.  ,"['stuff', 'let', 'wine', 'drinking']",4,9,Topic 32,0.4404,0.0,0.775,0.225
Pam," Oh, my God, [eating a bar in the hallway] I thought I was gonna pass out.  [Jim takes it from her and takes a bite]","['god', 'eat', 'bar', 'hallway', 'thought', 'pas', 'jim', 'take', 'take', 'bite']",4,9,Topic 45,0.2732,0.0,0.92,0.08
Pam," Mmm-mm.  I’m probably just gonna stay here for a while, say I got lost.","['mmmmm', 'probably', 'stay', 'lose']",4,9,Topic 9,-0.3182,0.15,0.85,0.0
Jim," I’m sorry.  She scares me. [walks away, Pam keeps eating]  ","['sorry', 'scare', 'walk', 'away', 'pam', 'keep', 'eat']",4,9,Topic 46,-0.4019,0.316,0.684,0.0
Dwight,"  Michael’s dinner party is for couples only, which is why I wasn’t initially invited.  But that was then.  I very recently entered into a serious, monogamous relationship.  [looking around] If that idiot ever gets here.    ","['michael', 'dinner', 'party', 'couple', 'initially', 'invite', 'recently', 'enter', 'monogamous', 'relationship', 'look', 'idiot', 'get']",4,9,Topic 30,-0.6187,0.148,0.805,0.047
Michael,"  Little trouble.  Yes.  Well, Jan fell asleep during her neighborhood watch shift.","['little', 'trouble', 'jan', 'fell', 'asleep', 'neighborhood', 'watch', 'shift']",4,9,Topic 29,0.2146,0.154,0.575,0.272
Michael,"  So she’s passed out, and some kids spray-paint a swear word on the neighbors’ dog… ","['pass', 'kid', 'spraypaint', 'swear', 'word', 'neighbor', 'dog']",4,9,Topic 15,-0.0516,0.079,0.921,0.0
Michael,"  It’s like, you know, the dog shouldn’t have been outside in the first place.  Anyway, it’s a tragedy, really, because the paint is not gonna come off the dog until it sheds…","['know', 'dog', 'outside', 'place', 'tragedy', 'paint', 'dog', 'shed']",4,9,Topic 10,-0.4404,0.119,0.813,0.068
Pam, Which just means we get to see more of our lovely street. Tell them what we saw today Jim.,"['mean', 'lovely', 'street', 'tell', 'saw', 'today', 'jim']",4,10,Topic 14,0.6204,0.0,0.816,0.184
Jim," Oh today, we saw a junk yard dog attacking the bones of a rotisserie chicken.","['today', 'saw', 'junk', 'yard', 'dog', 'attack', 'bone', 'rotisserie', 'chicken']",4,10,Topic 10,-0.4588,0.176,0.824,0.0
Pam, [to Michael who is looking at a chair catalog] Did you pick a new chair? It’s been awhile.,"['michael', 'look', 'chair', 'catalog', 'pick', 'new', 'chair', 'awhile']",4,10,Topic 12,0.0,0.0,1.0,0.0
Michael," Pam, when I first opened this catalog, I thought I was just going to be picking out a chair. ","['pam', 'open', 'catalog', 'thought', 'go', 'pick', 'chair']",4,10,Topic 12,0.0,0.0,1.0,0.0
Pam," But instead, you found something to distract you from ever picking out a chair.  ","['instead', 'distract', 'pick', 'chair']",4,10,Topic 10,-0.4215,0.177,0.823,0.0
Pam," Michael started the process of selecting a new chair about three weeks ago. And normally I wouldn’t care, but he promised me his old one. It’s way better. It’s one of these. [makes a shrrhhh sound of a chair moving downward as Pam slumps down] I really want it.   ","['michael', 'start', 'process', 'select', 'new', 'chair', 'week', 'normally', 'care', 'promise', 'old', 'way', 'better', 'make', 'shrrhhh', 'sound', 'chair', 'move', 'downward', 'pam', 'slump', 'want']",4,10,Topic 18,0.8776,0.0,0.802,0.198
Michael, [holding up the catalog] Have you ever seen this woman? ,"['hold', 'catalog', 'see', 'woman']",4,10,Topic 26,0.0,0.0,1.0,0.0
Pam, The one in the really great mesh black high-back swivel chair? ,"['great', 'mesh', 'black', 'highback', 'swivel', 'chair']",4,10,Topic 47,0.659,0.0,0.695,0.305
Michael," Look at her smile. Those eyes, look at her eyes. She’s got – I don’t know what it is actually, she dresses like a professional and yet you know there is a side of her that could just curl up on a couch.","['look', 'smile', 'eye', 'look', 'eye', 'know', 'actually', 'dress', 'professional', 'know', 'curl', 'couch']",4,10,Topic 37,0.6124,0.0,0.891,0.109
Michael," Oh, yeah, maybe, but remember after my dinner party when I said that I was swearing off women?","['maybe', 'remember', 'dinner', 'party', 'say', 'swear', 'woman']",4,10,Topic 30,0.3919,0.11,0.662,0.227
Pam, I definitely remember your dinner party. ,"['definitely', 'remember', 'dinner', 'party']",4,10,Topic 30,0.6597,0.0,0.426,0.574
Michael, I think what I meant was that I was completely swearing off one woman. [whispers] Jan. I think that fate put this catalog in my hands. ,"['meant', 'completely', 'swear', 'woman', 'whisper', 'jan', 'fate', 'catalog', 'hand']",4,10,Topic 50,-0.3167,0.084,0.916,0.0
Pam," Actually, I put the catalog in your hands ’cause you have to pick out a new chair.  ","['actually', 'catalog', 'hand', 'cause', 'pick', 'new', 'chair']",4,10,Topic 12,0.0,0.0,1.0,0.0
Michael, What is it like being single? I like it. I like starting each day with a sense of possibility. And I’m optimistic because every day I get a little more desperate and desperate situations yield the quickest results.  ,"['single', 'start', 'sense', 'possibility', 'optimistic', 'little', 'desperate', 'desperate', 'situation', 'yield', 'quick', 'result']",4,10,Topic 50,0.6022,0.105,0.686,0.21
Michael," Ladies and gentleman, would you please open your supply catalogs and kindly turn to page 85. [phone rings]","['lady', 'gentleman', 'open', 'supply', 'catalog', 'kindly', 'turn', 'page', 'phone', 'ring']",4,10,Topic 35,0.6705,0.0,0.744,0.256
Pam," [on phone] No, he hasn’t picked one yet. ","['phone', 'picked']",4,10,Topic 35,0.0,0.0,1.0,0.0
Michael," I am ready to start dating again. Getting back on the market. So, FYI, for those of you who are thinking about fixing me up with any of your friends, use the woman on page 85 as a template. That will be all.   ","['ready', 'start', 'date', 'get', 'market', 'fyi', 'think', 'fix', 'friend', 'use', 'woman', 'page', 'template']",4,10,Topic 49,0.7983,0.0,0.831,0.169
Michael," [to Kevin] Listen man, I am completely over Jan, so, would you set me up? ","['kevin', 'listen', 'man', 'completely', 'jan', 'set']",4,10,Topic 41,0.0,0.0,1.0,0.0
Michael," Whaaaat? God, that’s terrible man. Eghh, she’s crazy. Umm, are you still on good terms with any of her friends? ","['whaaaat', 'god', 'terrible', 'man', 'eghh', 'crazy', 'term', 'friend']",4,10,Topic 44,0.4515,0.19,0.518,0.292
Michael, Yeah… ugh. She’s… [gets up and leaves] you don’t deserve her. Alright.   ,"['get', 'leaf', 'deserve']",4,10,Topic 13,-0.2023,0.189,0.676,0.135
